restaurant_lat,restaurant_lon,customer_lat,customer_lon,restaurant_id,restaurant_rating,prep_time_minutes,order_timestamp,weather_condition,rider_id,rider_total_deliveries,rider_rating,actual_eta_minutes
28.4102922471479,77.33164438025732,28.607238363703782,77.0612856554171,REST_0010,4.860944629881092,14,2025-10-04 13:37:06,clear,RIDER_0010,212,4.47038525031006,155.99575257847295
28.884954926080997,77.2374202456977,28.41643136289757,77.33737627872205,REST_0011,4.329709585008432,27,2025-09-12 12:14:06,clear,RIDER_0011,553,4.839985515278576,238.7497857769297
28.81622132040021,77.35668603698862,28.46795369114635,77.36994456559857,REST_0012,4.68121539205011,35,2025-11-26 15:21:06,light_rain,RIDER_0012,685,4.906444841726852,133.08857130092426
28.506169555339138,76.99959395989254,28.55988864452445,77.23129040815637,REST_0013,4.886356748631265,22,2025-10-03 10:48:06,clear,RIDER_0013,560,4.045171885126505,74.98625627054979
28.490912483603548,77.10192565005093,28.57099290264399,77.02461113446572,REST_0014,3.744702671863708,29,2025-11-07 14:17:06,cloudy,RIDER_0014,577,4.865091755997785,68.3291199080036
28.491702254926714,76.80844779796973,28.849792608231045,77.2920346739848,REST_0015,4.141811725573452,36,2025-10-14 18:00:06,heavy_rain,RIDER_0015,417,4.40868916618285,194.77516163949048
28.552121121479768,76.80417455238197,28.770906454633256,76.81552024903525,REST_0016,4.1498156025719135,36,2025-10-09 17:43:06,clear,RIDER_0016,53,4.39822898007445,105.6981141675637
28.66237821581612,76.94407597227091,28.88609148409352,76.86164754632365,REST_0017,4.031708375657531,35,2025-10-13 01:49:06,clear,RIDER_0017,820,4.781609421676158,96.50870825971914
28.615972509321058,76.86048431828345,28.69953575516762,77.19682424182523,REST_0018,3.51335879982746,20,2025-11-20 21:36:06,heavy_rain,RIDER_0018,669,4.246333371112383,168.0230850475802
28.54561457009902,76.95612682076145,28.52085686604566,76.97474914516204,REST_0019,4.723958161667142,32,2025-09-19 17:06:06,clear,RIDER_0019,322,4.031529671912852,43.2278258292077
28.70592644736119,76.90622597671704,28.56382751496082,77.3708317310403,REST_0020,3.667338982330854,29,2025-10-09 18:30:06,cloudy,RIDER_0020,733,4.271156079328084,149.55413625882485
28.469746930326018,76.81711201490319,28.559917961645983,77.06163636725539,REST_0021,4.993220896882638,36,2025-10-20 00:26:06,clear,RIDER_0021,240,4.648440398667631,99.24161916488008
28.54607232426761,77.34558248784363,28.563247163831626,77.0576188922335,REST_0022,4.659437737866773,10,2025-10-11 02:53:06,cloudy,RIDER_0022,147,4.953428925036945,92.89115959097202
28.583180921646843,76.80493387883334,28.736482086555906,77.20684770611456,REST_0023,4.370015026409772,21,2025-08-28 19:03:06,clear,RIDER_0023,731,4.39572198977493,196.8213515987443
28.628034992108518,77.24164928660225,28.665403964045208,77.26054113738371,REST_0024,3.731909626612396,22,2025-09-03 13:16:06,clear,RIDER_0024,659,4.797541588018817,38.44075549769061
28.792587980696506,76.89128873215171,28.59271208904332,77.08533524287509,REST_0025,4.2730894570898705,35,2025-10-20 18:11:06,clear,RIDER_0025,706,4.200536808700898,109.32475841567272
28.499836891079177,77.34733777319977,28.474544884364356,76.92840054102703,REST_0026,3.8916631112867135,13,2025-10-28 17:41:06,clear,RIDER_0026,585,4.851911746321333,114.6948936407095
28.657117219206803,77.33567756375393,28.41106958147107,77.26398518563538,REST_0027,3.8784837868146043,36,2025-10-22 06:25:06,clear,RIDER_0027,726,4.76543338233479,107.37742281166776
28.69620728443102,77.19234068782156,28.509417338793845,76.99221076492418,REST_0028,4.744293874073728,21,2025-10-11 15:42:06,clear,RIDER_0028,307,4.448144076170424,96.14525853967436
28.423225206359998,77.20334048988036,28.45373570198434,76.90506646157631,REST_0029,4.070966635939152,15,2025-10-12 14:23:06,light_rain,RIDER_0029,681,4.894866021543165,104.21656796841742
28.703772425950717,76.80320348518181,28.792722515426117,77.17898411395501,REST_0030,4.176085705086206,22,2025-10-22 22:06:06,clear,RIDER_0030,831,4.037868140060637,109.61528021780376
28.485262061843645,77.39092293966817,28.45624897890694,76.8542722001942,REST_0031,4.764447106670177,23,2025-08-31 01:01:06,light_rain,RIDER_0031,443,4.7859000963697245,170.93984549313006
28.432525796492637,77.32669956214549,28.762114118653418,77.38281160505164,REST_0032,3.631685938578264,21,2025-09-10 00:55:06,clear,RIDER_0032,832,4.035202497795645,110.85709325757017
28.874442768626665,77.33706373543806,28.592829344888038,77.17943835864729,REST_0033,4.391926779636575,30,2025-09-18 21:50:06,cloudy,RIDER_0033,598,4.864996138159668,172.46918703041698
28.882816016537276,77.19554672223053,28.436689194871885,77.39153731255306,REST_0034,4.367323522059557,38,2025-11-06 06:41:06,cloudy,RIDER_0034,363,4.176778934529431,169.62730706610503
28.804198674058227,77.00687215719272,28.80636502471579,77.00333605408719,REST_0035,4.137821853900013,29,2025-10-23 00:21:06,clear,RIDER_0035,479,4.038282147834408,31.09994299331024
28.552306884586685,77.33618918945429,28.689815285118307,77.38272309671424,REST_0036,4.744661962136139,11,2025-09-16 13:22:06,clear,RIDER_0036,742,4.308786227658028,75.07872820036529
28.44883605700319,76.97491015689072,28.517880756431786,76.88733734863717,REST_0037,4.9143350920035385,35,2025-10-16 19:51:06,clear,RIDER_0037,643,4.178738287965798,83.89895429398877
28.74211651325608,77.13762692600532,28.847340587166332,76.82441686340822,REST_0038,4.198003792870416,36,2025-11-22 10:40:06,light_rain,RIDER_0038,303,4.651826129691854,141.83842530222014
28.6200762468698,76.85983858340633,28.422629156935276,76.81979043627275,REST_0039,4.1842205764976,31,2025-10-23 18:52:06,clear,RIDER_0039,873,4.472362323821049,80.66181646983617
28.46101911742239,77.35317337807966,28.50090980409888,77.07892222235954,REST_0040,4.253095594506117,21,2025-09-14 22:45:06,clear,RIDER_0040,798,4.129742661209974,93.98142282002486
28.647588455055633,76.88446227466272,28.77602346390293,76.84980251848715,REST_0041,4.584686046249592,15,2025-10-30 00:34:06,cloudy,RIDER_0041,574,4.916137351379809,53.05391872807121
28.417194260557608,76.93493808343824,28.754688965154944,77.10730073050057,REST_0042,4.5020904360484435,31,2025-10-07 00:36:06,light_rain,RIDER_0042,724,4.3677943463765,134.25620815129324
28.85466020103939,77.13488049487692,28.54463584686224,76.99650030210535,REST_0043,3.8342524238103306,13,2025-11-08 12:57:06,cloudy,RIDER_0043,213,4.28284131169291,167.69486825872846
28.529389990800006,77.25845580012779,28.43101243767639,77.00137739548447,REST_0044,3.595843022899015,33,2025-10-25 21:30:06,clear,RIDER_0044,379,4.698054987181131,146.06833073829006
28.73126114217699,77.17161078356177,28.82903903611247,77.18136539792711,REST_0045,4.923881194725184,10,2025-09-19 12:18:06,clear,RIDER_0045,554,4.39350065166785,54.61033743118064
28.555855538044703,76.9392803476801,28.55684881903495,76.89785880369097,REST_0046,3.8916046396005566,35,2025-09-13 07:08:06,cloudy,RIDER_0046,398,4.145504316189671,55.83993945771391
28.660034010588905,76.80056582551649,28.49785670746413,77.25993202220384,REST_0047,4.457895027035888,17,2025-09-13 08:42:06,cloudy,RIDER_0047,979,4.582376141891043,217.88438926759943
28.67335513967164,77.25429034818447,28.658030911180486,77.14921855186718,REST_0048,4.742657004115584,17,2025-10-29 16:33:06,clear,RIDER_0048,585,4.030361718064413,39.73549876213265
28.49242722776276,77.39112439554667,28.85511359964122,77.3489667773085,REST_0049,3.9504151258207796,30,2025-09-24 18:17:06,clear,RIDER_0049,230,4.627175870513953,129.18316201284435
28.88479231388228,77.28594787218366,28.421773288921685,77.01890439226051,REST_0050,4.453150120485393,34,2025-11-20 17:56:06,light_rain,RIDER_0050,588,4.86755419331484,174.92076232011684
28.787566411680555,77.07612397089397,28.782902044015444,77.38962899524029,REST_0051,3.6618503617238374,21,2025-09-07 15:15:06,clear,RIDER_0051,506,4.26201702499989,102.95210747526109
28.869749470782093,77.34226035683947,28.686236613969353,77.14549658802842,REST_0052,4.954897166563491,34,2025-08-31 07:27:06,clear,RIDER_0052,123,4.85231998609859,108.97995367317964
28.847413675213822,77.04590860387101,28.612724558275907,77.38404117371253,REST_0053,3.5872374125759388,35,2025-11-18 08:41:06,cloudy,RIDER_0053,189,4.245039622304128,215.41738252225903
28.69894998940554,77.11496045054608,28.772040222052528,76.81623639242827,REST_0054,4.157262010761464,13,2025-09-11 06:32:06,heavy_rain,RIDER_0054,704,4.202461152419369,99.82067914230731
28.860937117511558,77.0862778604374,28.882912212220816,77.23678579344744,REST_0055,4.305228863090035,25,2025-10-25 03:10:06,clear,RIDER_0055,52,4.715384727008462,69.79479614530943
28.44424625102596,77.06857432359932,28.514603105581344,77.28997291457564,REST_0056,4.685722667995046,23,2025-11-24 23:19:06,clear,RIDER_0056,845,4.065509173411476,78.43694866904045
28.49799143120957,77.26511446157635,28.47182368253606,76.83190397200589,REST_0057,3.681692775608632,23,2025-11-11 23:09:06,clear,RIDER_0057,314,4.040634983651148,126.79997427956064
28.422613644455268,77.1160613443617,28.856440872611348,77.14738179840975,REST_0058,4.161211960782765,11,2025-09-19 12:16:06,clear,RIDER_0058,472,4.455983490471622,202.71858033733014
28.56266516538163,76.99003027321513,28.73447653872865,77.28116537615367,REST_0059,3.9495673543151786,26,2025-09-05 10:58:06,clear,RIDER_0059,591,4.034093210319808,112.64133710687238
28.59433864484474,76.9548949005951,28.618993010780983,77.13662323513384,REST_0060,3.96801607354001,33,2025-10-20 07:55:06,clear,RIDER_0060,618,4.496678890620861,79.25974799523698
28.535674515886946,76.82264839018046,28.68662978513214,76.83828815424327,REST_0061,4.668181874097876,17,2025-09-29 20:19:06,clear,RIDER_0061,840,4.6494280649025885,82.4026347100106
28.814368754575963,77.14991709712983,28.77280695258812,77.216068344539,REST_0062,3.5081914175477498,36,2025-10-24 04:17:06,clear,RIDER_0062,463,4.228210957176399,63.37022495834105
28.578376663346795,76.93797684924061,28.786515949352857,76.83635814880398,REST_0063,4.623625462003949,16,2025-11-04 04:07:06,clear,RIDER_0063,369,4.898873076930997,82.64496699569195
28.54046725484369,76.88888035320983,28.85994709040948,77.29048133700987,REST_0064,4.715597645184659,22,2025-11-13 00:46:06,clear,RIDER_0064,449,4.200278623729995,146.66571262562587
28.671348041579122,77.19229797829661,28.61342139444781,76.82582050998401,REST_0065,4.8520433657631035,38,2025-09-06 04:27:06,heavy_rain,RIDER_0065,169,4.237496199082868,146.56663063031542
28.47046211248738,77.20872555469293,28.546705455009697,76.88243842860622,REST_0066,4.440322704845725,20,2025-11-01 16:42:06,heavy_rain,RIDER_0066,469,4.913060639512579,122.5584209060643
28.80109849037702,77.2512929353546,28.71983213339492,76.96506455431395,REST_0067,4.000182992408362,28,2025-11-06 03:16:06,cloudy,RIDER_0067,335,4.687541866297272,110.80692495522605
28.437275321839884,77.10214613780316,28.607863949639764,77.18001887535648,REST_0068,4.140852098823306,28,2025-09-20 20:27:06,cloudy,RIDER_0068,95,4.5286363101881255,114.82533525004582
28.89344346830026,77.33643276312233,28.697299226974486,77.38581545977878,REST_0069,4.954604123431144,19,2025-10-16 06:04:06,light_rain,RIDER_0069,406,4.330153892015755,80.8847121688062
28.786122384648326,77.36180565203894,28.609992899227972,76.87069371157196,REST_0070,4.821780239653778,33,2025-11-12 09:09:06,cloudy,RIDER_0070,129,4.769079723110792,244.66191548149007
28.499357840767086,77.2844225638755,28.476497893339086,76.88562460152835,REST_0071,4.1952888636491625,37,2025-10-18 14:02:06,clear,RIDER_0071,817,4.588338933752297,147.18337087352114
28.4027610585618,77.18135608920491,28.634713375829477,77.02132223802059,REST_0072,4.914594510666383,20,2025-10-27 03:00:06,cloudy,RIDER_0072,909,4.341927636100397,88.29264937430446
28.807730714227414,76.98223257215471,28.745458910970516,77.3017314826532,REST_0073,4.734432313109688,25,2025-11-15 21:34:06,clear,RIDER_0073,935,4.825972984679396,150.6551388380899
28.753428671923807,77.38976695297214,28.799641903833823,77.08033857165049,REST_0074,4.851634792489692,17,2025-11-18 03:16:06,cloudy,RIDER_0074,453,4.794584015005246,94.02682359534472
28.764503584020492,76.96448170031516,28.64666313839827,76.99296636015349,REST_0075,4.524465851863882,11,2025-11-10 16:23:06,clear,RIDER_0075,511,4.940858099575086,45.02546486675232
28.78563517334297,76.92159415319426,28.482618945105198,77.13672229932531,REST_0076,4.7864810651929925,23,2025-09-27 03:55:06,cloudy,RIDER_0076,158,4.99487592008128,131.09328592578953
28.437022325867044,77.06529246827195,28.607343854824716,76.95631391846744,REST_0077,4.837649212001489,26,2025-10-24 04:10:06,cloudy,RIDER_0077,617,4.011531750147418,78.00382615936998
28.579232864272136,76.83410434242744,28.79314696442085,77.04069594434851,REST_0078,3.638024876811007,26,2025-09-10 07:52:06,clear,RIDER_0078,270,4.320120971503991,103.88549944393155
28.457934529762564,77.38709667880308,28.606429635308537,76.99956308953922,REST_0079,4.947825464990988,20,2025-09-17 21:21:06,light_rain,RIDER_0079,287,4.192647078909584,194.39833754923026
28.831551712937795,77.15306013384986,28.74826539680211,77.28248461344879,REST_0080,4.000419648146095,10,2025-10-31 22:46:06,clear,RIDER_0080,854,4.21360634660507,49.056404213247326
28.711649063413777,77.1341712549985,28.653606840839043,77.35455343586281,REST_0081,4.159849264375033,28,2025-10-05 23:24:06,clear,RIDER_0081,516,4.864815844500173,92.09989451628148
28.565449012426324,77.19347776793984,28.5206115625547,77.25574331529415,REST_0082,4.687855638789223,10,2025-10-10 06:08:06,clear,RIDER_0082,258,4.974929988832872,36.031842180072175
28.43177917514301,77.09821418866632,28.798075254011536,77.06345014561799,REST_0083,4.4973444583587465,33,2025-09-21 06:58:06,clear,RIDER_0083,239,4.940068047626607,147.59424014438414
28.55549116085783,76.81923811025672,28.44210672703534,77.102600986498,REST_0084,4.839589868654086,33,2025-10-26 14:01:06,heavy_rain,RIDER_0084,718,4.696471023554825,128.2404955052838
28.56259166101337,77.16738677330424,28.662445141377574,76.87504421635767,REST_0085,4.100860626165158,34,2025-10-14 20:28:06,clear,RIDER_0085,175,4.554957315877388,164.49837005496636
28.764803089169032,77.22970432617386,28.504445517121702,77.24811882668072,REST_0086,4.059932245514238,13,2025-09-17 13:28:06,clear,RIDER_0086,687,4.6380018661954185,129.97363332726025
28.718778735677606,77.05004943637444,28.433532814270688,77.15788540763702,REST_0087,3.5475332743119794,33,2025-10-29 21:01:06,clear,RIDER_0087,689,4.855678649692558,168.19805302118547
28.84360637128816,77.25437734324272,28.651466968541623,77.34146399768247,REST_0088,4.194088065004487,16,2025-08-28 01:02:06,clear,RIDER_0088,654,4.007035259638813,74.97014981318996
28.636107462580974,76.93620077960306,28.64978107796746,76.92036668614509,REST_0089,4.586106155493663,29,2025-10-28 18:08:06,clear,RIDER_0089,521,4.42825539687738,36.32715996347447
28.45979712296915,76.9327659546397,28.75345045083786,77.25583567315957,REST_0090,3.951768076439324,10,2025-11-22 11:01:06,clear,RIDER_0090,132,4.506571659975743,143.02778757581365
28.756622393611497,76.89685019261255,28.77237534652595,77.21080299703152,REST_0091,4.194089770510762,37,2025-09-22 13:48:06,clear,RIDER_0091,92,4.923461217635726,166.599855376336
28.780392524308446,77.0231968558735,28.763895744346446,76.95950732028585,REST_0092,3.829096652727917,20,2025-09-02 05:52:06,cloudy,RIDER_0092,763,4.172075991995846,39.046710779303396
28.680638598784746,77.30820722123346,28.604779366458377,77.2004271837245,REST_0093,4.659181708807191,22,2025-09-18 16:19:06,cloudy,RIDER_0093,341,4.744356094192976,59.233357813975125
28.78548358997728,77.29674723728944,28.71584489361328,77.354624028346,REST_0094,3.5907673420117208,12,2025-09-14 02:35:06,clear,RIDER_0094,936,4.924014021708999,39.32477571392161
28.646897798182195,77.02969452477811,28.688472621321978,77.35106159260027,REST_0095,4.558074582500748,33,2025-10-26 05:14:06,heavy_rain,RIDER_0095,194,4.764014672683895,127.23380917582394
28.661366414690995,77.15347124158815,28.61078087805846,77.23177594470968,REST_0096,4.068410017617476,17,2025-10-05 14:59:06,cloudy,RIDER_0096,231,4.010288624296051,52.015468158295825
28.613770509179272,77.23248978988495,28.698606347092994,76.82884386752043,REST_0097,3.5623941040806812,21,2025-11-13 23:38:06,clear,RIDER_0097,194,4.659445736687302,120.73598695443471
28.412709563372047,76.9447240647768,28.87362393835313,77.3233586023921,REST_0098,4.780204380937679,11,2025-10-12 07:39:06,heavy_rain,RIDER_0098,209,4.209531292127273,197.70843818030693
28.45394571349665,76.90088465153684,28.496446871840686,77.19466716420273,REST_0099,4.2315827947717475,32,2025-09-27 22:02:06,cloudy,RIDER_0099,961,4.605125870754873,115.03782603409552
28.415714592843365,77.38325759592739,28.852886047892763,76.98626055190964,REST_0100,4.398978454424194,10,2025-09-01 00:24:06,cloudy,RIDER_0100,356,4.571161376813405,164.58324532917044
28.71820520563189,77.17053438792577,28.426727756991596,76.91235021702342,REST_0101,4.598046037286686,29,2025-11-14 19:40:06,cloudy,RIDER_0101,421,4.957046437608913,192.9509132878033
28.55717799053816,77.3888494331002,28.554194606450828,76.86972231779839,REST_0102,4.482611649501783,23,2025-10-14 17:50:06,cloudy,RIDER_0102,492,4.190288323834465,143.33269218735614
28.65428534558235,77.00265359227934,28.544072624305763,76.83014213955465,REST_0103,4.596285306221917,39,2025-11-02 14:31:06,heavy_rain,RIDER_0103,816,4.050508046772228,106.57738108178665
28.853783236963046,77.22181901998448,28.713182553940452,77.25246194877046,REST_0104,4.643422526866787,24,2025-09-30 16:38:06,clear,RIDER_0104,840,4.611276583066156,63.24165893272905
28.524646114574438,76.93356218192474,28.465612475888644,76.94150579936597,REST_0105,4.383727295846916,32,2025-11-03 12:36:06,clear,RIDER_0105,705,4.343936655159171,60.58202392926173
28.605191461517812,76.95672010276435,28.841173805919876,76.81455176162595,REST_0106,4.048456746361635,13,2025-10-26 18:37:06,clear,RIDER_0106,593,4.7502144641953175,93.84028196019773
28.777775569271522,77.10714127276178,28.814275704232518,77.0383623911052,REST_0107,3.8647132245745137,29,2025-09-17 18:02:06,clear,RIDER_0107,627,4.993214855011785,46.74058204691742
28.51439908274581,76.99177087530484,28.726032909842637,77.0895642483554,REST_0108,4.854354854979181,39,2025-09-04 03:12:06,clear,RIDER_0108,921,4.401365036977967,102.37472561887886
28.438489954914395,76.90057293830435,28.6292069158961,76.90153813854008,REST_0109,4.95488726695733,36,2025-11-25 18:06:06,clear,RIDER_0109,887,4.151848746521197,92.52843229526835
28.544875726456883,76.9577284211936,28.86647802107104,76.82642900169753,REST_0110,4.036494132647313,16,2025-10-27 15:39:06,clear,RIDER_0110,763,4.55411355258728,110.63931767096916
28.480610643627,76.82144903667951,28.815373277360276,76.91347528985884,REST_0111,3.6684660936084503,10,2025-09-25 05:52:06,clear,RIDER_0111,751,4.346176570840705,107.53464838549274
28.864848826171286,77.2226541728865,28.64965757404062,77.20746165710194,REST_0112,3.833805990674647,14,2025-10-06 19:55:06,cloudy,RIDER_0112,463,4.794680190982512,109.15231019942732
28.804060189782206,77.09526999425152,28.750936677227156,76.84934620635072,REST_0113,4.506001018980784,23,2025-10-09 20:41:06,cloudy,RIDER_0113,676,4.53434154800895,127.31803367989079
28.71670187825521,76.85654583984271,28.68346497608984,77.1330222183342,REST_0114,3.759400054937496,39,2025-10-24 06:47:06,clear,RIDER_0114,469,4.908185438882401,105.39463375437647
28.835730295093857,76.90301639587709,28.69397111919413,76.8878471927449,REST_0115,4.670183409591482,15,2025-10-02 22:19:06,clear,RIDER_0115,311,4.838171683942367,54.67334921182341
28.801836038449554,76.86152072286758,28.565488034718733,76.91741350414826,REST_0116,4.88454535981207,32,2025-09-15 23:20:06,clear,RIDER_0116,862,4.914116756854349,100.6465827977087
28.493285029443015,77.16755568496554,28.631042302312448,77.03584672996001,REST_0117,4.9454772726182705,16,2025-09-25 16:53:06,clear,RIDER_0117,850,4.299054360102827,62.77260508109347
28.846279499244986,76.85652621816749,28.43906071539487,76.86049520163223,REST_0118,3.513988258962336,21,2025-10-20 15:02:06,clear,RIDER_0118,54,4.902763902645518,139.0127879363232
28.669671120957823,77.25256939982113,28.578674345832294,76.90392210166932,REST_0119,4.937231247431625,16,2025-09-12 21:31:06,cloudy,RIDER_0119,361,4.866429714395763,160.44772853389048
28.803720077582028,76.81230655159223,28.747914257681074,77.00937144687082,REST_0120,4.610291628694426,27,2025-11-18 21:45:06,light_rain,RIDER_0120,589,4.627009984311588,108.58658671709851
28.848045649961744,76.94962547279754,28.87660801525309,76.99780140329902,REST_0121,3.6260753483957036,31,2025-11-19 19:28:06,clear,RIDER_0121,952,4.910439304640016,58.73276162529672
28.559001737485932,77.33440000553514,28.88153205638151,77.24956289140545,REST_0122,4.12286070316809,25,2025-09-26 04:07:06,clear,RIDER_0122,799,4.054237088773901,115.31345416599879
28.455025962263836,77.23111879087335,28.677861434562445,76.84486938307585,REST_0123,4.550068211869263,18,2025-09-20 16:02:06,cloudy,RIDER_0123,108,4.785629582821111,148.38158159275943
28.51396758127097,76.84378099975541,28.70331112590479,77.31627044139981,REST_0124,4.935028238991574,16,2025-09-22 18:11:06,clear,RIDER_0124,964,4.145511441215163,138.75576352061
28.613553894313128,77.29267566269111,28.492860592750482,77.28973930244368,REST_0125,3.746212090417089,32,2025-11-03 18:27:06,clear,RIDER_0125,879,4.340906823335093,71.06083512713327
28.809007382961244,77.09582107292412,28.747654054046762,77.25959498381516,REST_0126,3.691599922890431,38,2025-11-17 23:10:06,clear,RIDER_0126,348,4.729583861740009,83.8002003624223
28.83036529162817,77.3080698163013,28.435329396337192,76.98562341747788,REST_0127,4.208520579892818,23,2025-10-27 08:58:06,cloudy,RIDER_0127,99,4.209683927500585,239.36730812852542
28.403476065265593,77.16044386467024,28.54234284289972,77.29372907132448,REST_0128,4.952148340607733,11,2025-09-15 13:28:06,clear,RIDER_0128,803,4.231204751054836,96.37304999243608
28.65537365128878,77.20909981921972,28.73418167364272,76.90968124817357,REST_0129,4.957068822887016,39,2025-09-11 19:26:06,clear,RIDER_0129,998,4.212047084714243,161.91403628373328
28.608705501574388,77.39610093623743,28.555155065771743,76.87464552351301,REST_0130,3.841872111579364,38,2025-11-16 07:23:06,clear,RIDER_0130,681,4.4562384243449005,177.27412588023927
28.511053905235364,76.9394013275544,28.424923437057227,76.8269738000937,REST_0131,3.979020721957186,22,2025-09-13 02:32:06,clear,RIDER_0131,919,4.080985022276155,66.48417172892302
28.45993268366684,77.17436734485683,28.81593520467548,77.36358621780334,REST_0132,4.862047978466982,39,2025-10-17 12:52:06,clear,RIDER_0132,599,4.886521938640736,210.08457431801963
28.568807585701812,77.07619283403444,28.55516500356728,76.98480653862316,REST_0133,4.602262236278096,16,2025-09-01 22:45:06,cloudy,RIDER_0133,792,4.729724655580145,33.92788886641151
28.87145485195626,76.82367117175362,28.43155261242934,77.35057072810675,REST_0134,4.9584746429864275,34,2025-10-27 12:40:06,clear,RIDER_0134,450,4.513510183390812,321.7107848717628
28.561601466010377,76.80868238490172,28.43739408225143,76.9635681369116,REST_0135,4.839722544523331,28,2025-11-09 23:24:06,clear,RIDER_0135,772,4.084210026662763,87.68887810115052
28.65939531087168,76.87153714669071,28.525879399394377,77.34453957560181,REST_0136,3.822644075470615,11,2025-10-19 06:45:06,clear,RIDER_0136,332,4.124327810148466,150.85857231554567
28.751509479447588,77.18945504432313,28.48900797361076,77.34235743170765,REST_0137,4.639590289119025,15,2025-11-17 20:36:06,clear,RIDER_0137,214,4.09846762859084,148.34483760703668
28.581814801189644,77.14029785274803,28.787150058890074,77.35420562700644,REST_0138,3.572847847340175,21,2025-09-08 02:59:06,cloudy,RIDER_0138,944,4.014749423834616,99.13374067038235
28.88589104136048,77.13205773669824,28.560842023333517,77.09769206357052,REST_0139,4.726749168112211,38,2025-11-17 03:52:06,light_rain,RIDER_0139,312,4.6670911710261995,131.19177533293654
28.881223647471053,76.81911405751696,28.802347892519915,77.31956777207934,REST_0140,4.402335143666912,11,2025-09-23 12:57:06,clear,RIDER_0140,343,4.510149754904057,207.61320642648866
28.52589114791268,77.081581797816,28.486922998911574,77.3704595377004,REST_0141,4.9341514439546925,26,2025-10-13 18:09:06,heavy_rain,RIDER_0141,258,4.382064059421593,105.94911728193728
28.648624252946192,77.35477369070553,28.64643958977204,76.9947701651383,REST_0142,4.940048683203617,35,2025-10-26 09:47:06,clear,RIDER_0142,938,4.347533590122381,174.69738766610263
28.550439154908382,77.03855512158638,28.744018566776564,77.05132464340953,REST_0143,3.576222663536533,21,2025-11-06 06:12:06,clear,RIDER_0143,718,4.46138659597385,71.99959097677842
28.542420247188733,77.17495348187308,28.725995426932926,77.23154411240145,REST_0144,3.740782228333652,29,2025-09-17 22:46:06,clear,RIDER_0144,356,4.4749608232652145,88.04307977553869
28.418443473677264,77.26789120537389,28.70056470496513,76.98021589303399,REST_0145,4.226310570978037,18,2025-09-09 00:32:06,clear,RIDER_0145,413,4.139077182961955,119.27527903015371
28.704782166989947,77.27035516748514,28.862410800965584,77.2522855853476,REST_0146,4.819240287419223,35,2025-11-24 23:13:06,clear,RIDER_0146,152,4.531534736802646,85.66877465171453
28.65133951161443,77.11156804943717,28.514262573853372,76.84433528712812,REST_0147,4.721667713444084,23,2025-09-17 11:06:06,light_rain,RIDER_0147,541,4.048027476192755,103.85001199344268
28.425739375624993,77.3147711672414,28.64685960223105,77.11409903057313,REST_0148,4.946555039527668,12,2025-09-03 17:09:06,clear,RIDER_0148,448,4.938646390551711,88.7419442075722
28.539323232118303,77.03482685601824,28.841996275036202,76.87338809045025,REST_0149,4.427126175667011,12,2025-11-09 12:58:06,clear,RIDER_0149,705,4.714218074414212,157.62476371594687
28.854132942983327,77.33321592887089,28.438946882797577,76.975994085862,REST_0150,3.884845279342431,31,2025-11-12 21:30:06,clear,RIDER_0150,658,4.009458428511015,266.8046385288435
